Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,"12,072,126,075","13,834,300,571","16,138,545,209","19,074,913,948","21,343,844,644","24,756,958,695","28,721,062,242","31,647,119,228","31,475,548,481","36,038,711,600","40,881,655,099","46,492,797,365","58,971,806,627","78,425,934,894","97,009,800,115","114,465,000,000","118,185,000,000","132,090,000,000","160,163,000,000","214,019,000,000","232,135,000,000","202,257,000,000","195,464,000,000","170,487,000,000","171,635,000,000","180,302,000,000","250,638,000,000","317,882,000,000","375,139,000,000","413,631,000,000","535,101,000,000","575,599,000,000","629,202,000,000","523,649,000,000","529,122,000,000","612,940,000,000","640,998,000,000","588,692,000,000","617,042,000,000","633,194,000,000","595,403,000,000","625,976,000,000","705,146,000,000","906,853,000,000","1,069,560,000,000","1,157,280,000,000","1,264,550,000,000","1,479,340,000,000","1,634,990,000,000","1,499,070,000,000","1,431,670,000,000","1,487,920,000,000","1,339,950,000,000","1,369,260,000,000","1,381,340,000,000","1,199,060,000,000",
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,373,658,537","4,746,104,825","5,066,242,110","5,617,109,801","5,726,895,230","5,685,773,519","6,245,072,062","7,322,068,381","9,833,875,339","12,059,204,969","14,006,093,769","16,963,630,661","22,237,065,426","24,194,038,377","19,652,486,802","19,494,662,252","23,168,793,439","23,135,266,649","25,246,787,742","26,485,161,116","22,691,482,755",
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,"7,324,903,192","7,707,678,023","8,567,890,825","8,096,302,369","9,480,840,483","9,848,600,870","10,527,338,647","10,908,935,749","11,476,584,879","12,175,166,763","13,463,868,357","10,492,993,078","8,830,712,714","6,927,950,565","7,663,984,568","8,547,939,731","8,589,211,390","7,818,224,906","7,700,833,482","8,242,392,104","8,231,326,016","7,850,809,498","8,623,691,300","10,131,187,261","12,401,139,454","15,280,861,835","19,707,616,773","27,066,912,635","32,437,389,116","29,933,790,334","31,952,763,089","43,310,721,414","47,648,211,133","55,612,228,234","61,537,143,095",
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,"358,923,000,000","390,771,000,000","426,888,000,000","470,275,000,000","521,173,000,000","567,564,000,000","615,255,000,000","661,136,000,000","687,182,000,000","754,761,000,000","854,921,000,000","967,038,000,000","1,157,910,000,000","1,470,280,000,000","1,652,450,000,000","1,926,520,000,000","1,995,330,000,000","2,259,670,000,000","2,769,290,000,000","3,382,150,000,000","3,860,240,000,000","3,415,380,000,000","3,287,320,000,000","3,186,370,000,000","3,058,830,000,000","3,161,960,000,000","4,335,670,000,000","5,365,090,000,000","5,984,460,000,000","6,109,450,000,000","7,577,010,000,000","7,863,770,000,000","8,569,020,000,000","7,813,270,000,000","8,296,860,000,000","9,525,460,000,000","9,735,450,000,000","9,180,730,000,000","9,502,190,000,000","9,488,110,000,000","8,818,090,000,000","8,922,660,000,000","9,732,740,000,000","11,859,700,000,000","13,701,700,000,000","14,334,000,000,000","15,295,100,000,000","17,685,600,000,000","19,029,100,000,000","17,020,900,000,000","16,946,100,000,000","18,321,300,000,000","17,249,400,000,000","17,986,300,000,000","18,516,700,000,000","16,229,500,000,000",
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"225,095,000,000","210,723,000,000","203,660,000,000","228,379,000,000","261,554,000,000","318,331,000,000","372,417,000,000","462,916,000,000","587,734,000,000","539,540,000,000","630,599,000,000","673,405,000,000","778,846,000,000","786,444,000,000","779,682,000,000","699,441,000,000",
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,"5,224,102,196","5,921,659,485","6,340,580,854","6,885,920,329","7,766,655,086","8,589,340,019","9,208,524,505","9,368,954,010","8,823,033,880","10,070,766,721","11,365,953,567","12,536,710,287","14,754,136,507","19,486,826,980","24,867,278,714","29,494,515,597","31,873,171,719","33,524,682,308","36,283,091,408","44,498,283,621","53,685,049,410","52,485,533,205","52,832,120,390","51,014,090,521","52,926,394,935","55,914,236,378","73,586,676,050","91,642,093,873","109,103,000,000","119,065,000,000","141,518,000,000","127,866,000,000","112,625,000,000","89,255,751,015","103,322,000,000","134,199,000,000","132,099,000,000","126,833,000,000","133,936,000,000","135,226,000,000","125,540,000,000","129,250,000,000","139,553,000,000","171,071,000,000","196,768,000,000","204,436,000,000","216,553,000,000","255,385,000,000","283,742,000,000","251,499,000,000","247,815,000,000","273,657,000,000","256,706,000,000","269,980,000,000","272,336,000,000","229,810,000,000",
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,"112,334,368","116,993,978","122,912,941","129,461,582","140,040,154","147,084,750","150,603,926","162,625,886","166,952,937","182,182,068","219,878,482","247,749,328","316,650,509","425,963,359","558,589,871","684,268,281","694,552,412","719,533,137","829,239,490","1,019,743,927","1,202,567,359","1,235,899,836","1,194,015,444","1,123,107,276","1,177,997,414","1,141,210,125","1,290,228,617","1,177,908,192","1,109,976,928","1,182,686,577","1,337,024,782","1,383,843,860","1,531,803,061","1,635,426,125","1,825,285,158","1,970,347,721","2,129,266,728","2,093,994,597","1,656,784,780","1,942,170,999","1,684,109,743","1,660,102,346","1,842,691,481","2,315,935,753","2,727,507,213","3,006,725,015","3,102,741,451","3,405,050,612","3,523,185,920","2,870,624,636","3,140,508,836","3,774,537,140","3,977,652,383","4,196,263,712","4,531,870,927","4,386,008,745",
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,"62,651,474,947","68,346,741,504","76,313,782,252","85,551,113,767","94,906,593,388","102,161,000,000","110,597,000,000","119,466,000,000","129,847,000,000","140,725,000,000","148,949,000,000","166,564,000,000","204,283,000,000","265,382,000,000","286,526,000,000","362,001,000,000","373,410,000,000","411,464,000,000","508,183,000,000","615,834,000,000","703,525,000,000","617,590,000,000","586,837,000,000","561,852,000,000","532,649,000,000","555,197,000,000","774,556,000,000","938,368,000,000","1,023,500,000,000","1,030,120,000,000","1,275,300,000,000","1,275,560,000,000","1,408,720,000,000","1,330,090,000,000","1,401,640,000,000","1,609,890,000,000","1,614,250,000,000","1,460,710,000,000","1,510,760,000,000","1,500,280,000,000","1,368,440,000,000","1,382,220,000,000","1,500,340,000,000","1,848,120,000,000","2,124,110,000,000","2,203,680,000,000","2,325,010,000,000","2,663,110,000,000","2,923,470,000,000","2,693,830,000,000","2,646,990,000,000","2,862,500,000,000","2,681,420,000,000","2,808,510,000,000","2,829,190,000,000","2,421,680,000,000",
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,105,688,873","1,125,684,470","1,062,339,944","1,154,899,793","1,268,445,919","1,486,861,879","1,683,997,930","1,730,891,409","1,970,142,378","2,278,229,533","2,413,237,402","2,257,097,732","2,301,178,416","2,468,748,768","2,356,505,419","2,613,458,942",,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,"106,500,000",,,"112,210,000","116,700,000","124,700,000","135,200,000","147,200,000","166,200,000","178,100,000","198,400,000","202,500,000","222,103,600","218,845,700","206,900,300","219,646,200","220,660,500","233,226,300","240,051,900","241,543,400","244,991,000","239,563,300","249,845,600","252,991,200","255,890,800","261,339,600","277,510,900","294,117,200","310,287,500","325,835,160","315,725,617","318,071,979",,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,"141,468,978","167,637,907","182,796,537","154,480,244","215,679,855","226,474,286","245,849,782","271,543,680","294,468,565","318,124,701","323,802,476","381,687,073","430,508,358","722,780,701","1,544,216,004","2,157,592,937","3,009,409,971","2,809,349,074","2,389,479,269","3,030,251,116","4,279,637,934","3,862,269,127","3,618,007,844","3,391,275,731","3,561,451,562","3,339,914,759","3,403,638,194","3,281,797,039","3,834,503,378","4,186,411,457","5,952,293,766","5,402,919,957","5,592,390,849","4,378,645,081","4,190,819,314","4,958,845,906","5,694,040,337","5,326,816,859","4,483,417,120","4,662,992,036","5,067,865,321","5,018,874,179","5,310,381,151","6,497,305,662","7,756,293,575","9,458,884,812","10,154,041,930","12,438,956,756","15,508,574,820","12,065,138,273","14,358,584,300","18,186,478,120","17,171,447,372","17,590,716,232","18,179,717,776","14,339,723,935",
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,"72,328,047,042","76,694,360,636","80,601,939,635","85,443,766,670","93,387,598,814","100,596,000,000","107,091,000,000","111,185,000,000","104,703,000,000","112,677,000,000","130,672,000,000","148,114,000,000","169,965,000,000","192,538,000,000","206,131,000,000","241,757,000,000","232,615,000,000","263,066,000,000","335,883,000,000","438,994,000,000","564,948,000,000","540,766,000,000","515,049,000,000","489,618,000,000","461,487,000,000","489,285,000,000","601,453,000,000","745,163,000,000","910,123,000,000","926,885,000,000","1,093,170,000,000","1,142,800,000,000","1,179,660,000,000","1,061,390,000,000","1,140,490,000,000","1,237,560,000,000","1,306,580,000,000","1,446,440,000,000","1,537,100,000,000","1,565,410,000,000","1,554,800,000,000","1,535,940,000,000","1,680,260,000,000","1,943,030,000,000","2,297,890,000,000","2,418,940,000,000","2,588,080,000,000","2,969,730,000,000","2,793,380,000,000","2,314,580,000,000","2,403,500,000,000","2,594,900,000,000","2,630,470,000,000","2,712,300,000,000","2,990,200,000,000","2,848,760,000,000",
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,753,501,868","6,357,615,894","3,690,328,964","2,701,181,331","2,513,870,587","2,693,731,866","3,094,915,506","3,510,540,809","3,613,500,117","2,800,024,314","3,057,453,483","3,219,487,825","3,395,778,674","3,991,374,549","5,125,273,881","6,410,941,013","7,745,406,201","10,172,869,680","12,795,044,473","10,766,809,099","11,638,536,891","14,434,619,982","15,846,474,596","16,140,047,072","16,509,305,828","13,965,385,802",
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,"1,217,230,095","1,302,674,325","1,382,515,654","1,540,797,589","1,731,296,200","2,053,462,968","2,126,300,672","1,747,187,645","1,666,909,518","1,962,050,556","2,215,028,588","2,417,108,578","2,112,293,280","2,465,493,032","2,894,409,912","2,810,106,390","2,765,254,360","3,189,428,571","3,662,478,173","4,020,227,931","4,445,228,057","4,222,441,673","4,035,994,383","4,057,275,078","4,412,279,865","4,504,342,153","5,727,602,649","5,074,829,932","5,197,840,973","5,251,764,270","5,889,174,834","6,596,546,196","6,413,901,602","5,966,255,778","5,444,560,669","6,465,137,615","6,934,984,709","6,891,308,594","7,480,968,858","7,719,354,839","4,983,024,408","5,314,909,954","6,166,330,136","7,632,406,553","8,881,368,538","10,731,634,117","20,409,257,610","24,758,819,718","28,526,891,010","25,977,847,814","32,174,772,956","39,566,292,433","41,939,728,979","47,805,069,495","38,616,536,132","37,864,368,220",
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,922,600,899","2,041,538,057","2,384,295,764","2,432,029,380","2,666,616,177","3,014,890,569","3,284,625,277","3,279,063,318","3,383,218,923","3,693,753,379","3,869,032,271","3,783,788,551","3,588,376,057","3,461,282,294","2,995,360,969","2,833,442,750","2,949,637,039","3,446,442,219","3,666,349,049","2,937,071,767","2,931,625,105","4,134,173,275","4,515,824,647","4,609,923,756","4,735,956,493","5,067,360,009","5,667,229,759","6,231,725,485","6,624,068,016","6,699,203,543",
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,"44,212,354","46,695,363","41,160,659","45,168,723","52,296,837","55,728,609","59,161,545","75,187,970","95,797,533","115,182,522","112,189,469","138,094,243","171,836,793","207,114,383","241,080,709","218,764,446","216,051,496","213,446,563","177,338,802","225,724,852","185,646,209","220,626,484","266,673,126","284,119,693","317,083,374","690,314,321","714,255,461","755,042,548","746,491,693","785,996,983","848,237,109","803,630,743","840,285,265","814,723,460","782,915,402","687,408,805","578,236,035","487,038,822","578,785,279","624,174,724","655,068,696","798,870,894","965,769,128","900,639,748","952,429,030","904,256,643","912,569,687","903,779,657","850,903,179",,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"78,733,595","78,540,057","87,702,829","89,374,237","98,775,329","108,985,740","112,386,489","114,971,207","122,666,859","118,537,875","110,653,831","154,731,970","165,523,635","163,577,538","138,478,901","143,856,253","130,225,019","173,836,362","164,458,120","213,143,016","243,961,996","257,150,573","226,313,493","236,880,814","235,619,995","253,966,920","270,419,779","268,551,011","206,457,553","224,446,652","370,173,852","392,278,164","415,843,480","476,388,249","531,109,347","586,791,836","591,829,898","695,606,314","864,107,768","825,796,953","847,491,367","1,105,497,904","995,582,731","1,026,663,833","1,109,009,638","1,056,851,008",
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,"9,122,751","10,840,095","12,712,471","64,748,333","69,110,000","72,317,447","67,514,286","67,225,714","66,331,429","64,946,955","65,429,198","81,203,227","94,159,863","104,295,643","103,653,050","103,987,520",,,"50,642,881","36,731,423","44,294,648","44,442,457","50,320,914","62,118,565","76,407,397","93,345,848","100,534,663","88,265,975","112,119,407","110,906,032","134,707,184","136,047,896","100,807,002","141,853,368","232,463,036","442,337,850","370,687,619","621,117,886","1,045,998,496","1,461,139,022","1,806,742,742","2,484,745,935","4,410,764,339","8,217,369,093","9,144,693,758","10,776,721,748","16,021,701,872","10,219,467,607","12,709,498,548","17,229,758,160","18,011,041,667","17,135,584,685","15,529,729,677","9,397,792,253",
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,"4,446,528,165","5,016,048,786","5,327,573,509","5,949,478,035","6,680,298,251","7,600,579,093","8,455,611,129","9,136,711,288","9,915,140,546","11,266,091,571","13,139,862,500","14,591,755,682","16,885,506,818","22,347,844,649","25,351,305,682","28,525,872,476","31,152,840,485","36,176,233,117","44,270,203,154","54,481,875,805","56,829,663,469","52,346,507,380","54,617,991,327","49,428,872,678","48,020,024,788","47,820,850,975","56,379,593,720","65,652,751,132","76,261,278,405","79,169,043,642","97,891,090,929","105,143,000,000","116,225,000,000","108,809,000,000","116,602,000,000","136,878,000,000","145,862,000,000","143,158,000,000","144,428,000,000","142,541,000,000","130,134,000,000","136,191,000,000","153,831,000,000","201,924,000,000","240,521,000,000","247,783,000,000","273,318,000,000","318,498,000,000","354,461,000,000","330,000,000,000","299,379,000,000","287,780,000,000","245,671,000,000","239,510,000,000","235,574,000,000","195,212,000,000",
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,"53,322,221","67,548,147","78,314,813","83,614,813","87,888,887","95,229,628","101,211,109","110,099,998","128,211,109","144,011,109","167,229,627","184,533,330","213,066,663","221,070,367","241,570,370","250,914,815","250,259,259","261,777,778","276,296,296","294,651,852","304,940,741","340,814,815","379,629,407","520,044,370","520,444,185","540,336,926","591,018,407","599,118,593","695,370,296","698,518,519","758,518,519","825,925,926","771,278,111","771,015,889","778,648,667","799,882,148","842,571,333","911,803,778","978,148,148",
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"69,520,029","88,570,999","106,101,303","140,153,754","169,918,944","211,192,464","240,779,416","282,269,773","355,987,428","420,645,795","476,051,769","435,749,014","402,403,057","416,184,086","379,371,914","412,876,396","603,016,318","787,390,447","898,607,671","929,799,902","1,018,977,225","1,016,500,016","1,037,916,105","927,214,128","1,005,887,592","1,208,953,359","1,197,515,638","1,072,154,407","1,149,858,127","1,131,555,107","1,068,024,994","1,086,170,639","1,169,136,691","1,402,452,662","1,617,227,234","1,650,283,229","1,811,232,805","2,039,990,870","2,301,745,558","2,314,737,667","2,287,220,565","2,503,747,857","2,356,004,771","2,419,043,094","2,441,226,080",,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,"1,043,599,900","1,076,699,900","1,143,600,000","1,262,800,000","1,299,099,900","1,331,399,900","1,390,700,000","1,453,500,000","1,610,500,000","1,715,399,900","1,904,000,000","1,984,800,000","2,101,300,000","2,569,200,100","3,161,499,900","3,645,900,000","4,365,300,200","5,480,500,200","6,070,600,200","6,902,600,200","7,878,700,000","8,607,500,300","8,716,999,700","9,050,000,400","9,470,000,100","9,721,652,289","7,231,963,327","7,084,399,840","7,841,603,167","8,410,724,406","7,650,125,576","9,406,097,735","10,440,842,165","11,399,942,453","12,983,235,568","14,656,917,900","15,781,579,950","17,788,559,414","19,393,672,244","18,317,172,141","19,290,566,570","18,702,802,399","20,776,403,844","21,917,430,474","23,965,276,000","27,211,377,220","30,231,249,362","34,113,107,085","39,136,436,553","37,733,609,939","41,338,008,617","47,654,783,851","50,388,460,920","53,851,143,341","58,722,323,918","63,794,348,775",
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,"170,216,239","185,849,533","194,949,510","175,757,892","194,774,511","213,235,288","228,705,876","250,176,464","229,750,000","249,300,000","267,800,000","282,050,000","285,380,965","307,047,633","433,954,536","494,791,647","454,440,000","449,880,000","507,080,000","530,440,000","603,200,000","570,357,117","482,000,000","489,333,333","437,631,611","453,488,352","504,651,117","354,591,840","413,799,990","379,779,379","396,582,263","336,708,420","368,281,379","442,273,433","540,874,934","621,626,786","705,406,001","749,138,010","717,530,683","694,754,988","712,667,897","696,281,472","722,460,886","741,929,343","785,918,770","824,880,550","1,458,446,872","1,740,334,782","1,922,598,121","2,025,565,089","2,259,288,396","2,576,602,497","2,851,154,076","2,990,006,534","3,077,086,276","3,166,029,056",
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,"1,061,550,000,000","1,123,570,000,000","1,213,090,000,000","1,305,440,000,000","1,425,580,000,000","1,547,930,000,000","1,697,600,000,000","1,820,480,000,000","1,971,920,000,000","2,164,340,000,000","2,377,960,000,000","2,639,520,000,000","3,061,750,000,000","3,703,380,000,000","4,177,710,000,000","4,660,370,000,000","5,077,260,000,000","5,748,090,000,000","6,882,740,000,000","7,960,500,000,000","8,892,970,000,000","9,030,120,000,000","8,945,120,000,000","9,234,410,000,000","9,632,040,000,000","10,125,000,000,000","12,284,900,000,000","14,226,500,000,000","16,021,900,000,000","16,784,900,000,000","18,876,100,000,000","19,959,200,000,000","21,472,600,000,000","21,662,100,000,000","23,213,200,000,000","25,640,800,000,000","25,858,000,000,000","25,461,900,000,000","25,525,400,000,000","26,811,600,000,000","27,352,400,000,000","27,106,900,000,000","28,272,300,000,000","31,713,800,000,000","35,306,400,000,000","37,325,900,000,000","39,416,000,000,000","43,123,000,000,000","45,798,600,000,000","42,921,200,000,000","45,004,600,000,000","48,550,200,000,000","48,574,200,000,000","49,063,800,000,000","49,974,200,000,000","46,985,200,000,000",
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,"1,320,799,755","1,530,754,831","1,724,850,873","1,975,045,362","2,274,710,604","2,435,078,534","2,489,845,017","2,692,474,989","2,716,964,388","3,189,740,055","3,800,766,536","4,476,001,946","5,710,107,420","8,030,117,556","9,388,663,646","10,048,022,370","12,876,366,009","15,719,433,719","18,315,007,366","22,526,035,941","28,861,759,209","31,055,409,443","32,291,306,282","29,907,091,340","33,511,383,986","35,699,543,051","41,075,570,592","50,622,571,586","59,707,404,561","68,790,369,107","76,928,290,842","88,959,620,136","104,272,000,000","120,354,000,000","135,812,000,000","144,653,000,000","159,717,000,000","177,353,000,000","168,886,000,000","165,768,000,000","171,668,000,000","169,403,000,000","166,349,000,000","161,385,000,000","169,100,000,000","181,570,000,000","193,536,000,000","211,597,000,000","219,280,000,000","214,046,000,000","228,638,000,000","248,514,000,000","262,629,000,000","275,743,000,000","291,230,000,000","309,929,000,000",
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,"335,650,000","356,200,000","387,750,000","410,200,000","457,000,000","508,650,000","549,950,000","598,100,000","646,800,000","668,000,050","723,000,000","731,000,000","802,999,950","912,499,950","1,034,500,000","1,124,000,000","1,347,999,950","1,669,499,950","1,929,499,950","2,251,499,950","2,566,000,050","2,819,500,000","2,903,500,050","3,076,999,950","3,319,000,000","3,639,499,950","3,808,500,050","4,152,499,950","3,970,386,396","3,563,448,310","3,048,896,181","3,068,444,712","3,419,487,441","3,481,990,761","3,432,356,579","3,911,053,180","4,034,037,162","4,663,193,916","5,202,215,657","5,372,543,554","7,105,542,971","7,566,498,403","7,776,435,882","8,140,271,081","8,772,194,250","9,672,035,709","10,841,742,348","12,275,501,784","13,789,715,133","14,587,496,229","15,839,344,592","17,710,315,006","18,528,601,901","18,496,438,641","19,380,958,759","20,152,043,003",
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,"14,592,907,001","15,461,076,536","16,293,587,580","17,546,812,038","19,185,730,073","21,564,486,587","23,372,925,600","24,277,703,509","24,891,352,871","26,893,120,884","28,689,860,786","30,485,766,784","32,848,207,640","39,295,282,273","47,935,528,235","55,079,584,183","60,272,924,047","70,012,116,150","80,133,580,576","91,207,904,354","98,584,901,657","100,277,000,000","98,923,529,913","96,024,946,558","99,622,891,419","105,401,000,000","121,207,000,000","135,281,000,000","132,916,000,000","127,276,000,000","129,543,000,000","133,850,000,000","121,818,000,000","123,960,000,000","110,379,000,000","126,161,000,000","132,124,000,000","138,644,000,000","142,824,000,000","143,052,000,000","155,067,000,000","147,408,000,000","160,218,000,000","182,329,000,000","209,457,000,000","242,143,000,000","289,279,000,000","344,282,000,000","414,835,000,000","418,406,000,000","463,042,000,000","518,092,000,000","551,768,000,000","598,257,000,000","631,606,000,000","617,584,000,000",
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,387,561,845","23,678,012,697","23,822,087,053","25,432,144,406","23,386,945,597","21,774,273,832","23,289,671,102","26,878,499,206","34,658,113,497","41,574,530,816","45,416,076,681","50,453,577,898","60,093,155,533","70,481,451,814","62,703,095,751","59,680,624,422","62,249,565,359","56,485,301,967","57,770,884,729","57,136,241,867","48,732,003,674",
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,473,540,602","2,257,121,668","1,878,248,741","2,167,564,195","2,813,320,255","2,907,452,193","3,338,897,648","3,723,909,227","4,153,736,347","3,953,846,311","3,596,443,005","3,472,191,962","2,960,306,121","3,537,720,277","4,310,358,096","4,757,289,752","5,885,325,590","6,548,530,572","6,584,649,419","6,622,541,529","7,516,834,160","7,890,216,508","8,452,718,010","8,776,370,457","8,877,465,911",
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,583,889,128","38,541,488,005","39,929,011,357","42,955,922,069","46,199,009,360","46,484,876,516","47,130,701,347","48,615,206,876","49,032,987,301","47,169,872,903","53,656,435,272","67,516,529,107","84,998,508,738","103,641,000,000","112,531,000,000","114,734,000,000","139,080,000,000","157,095,000,000","129,774,000,000","130,094,000,000","139,931,000,000","127,176,000,000","134,402,000,000","138,347,000,000","120,687,000,000",
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,"291,601,000,000","278,598,000,000","291,044,000,000","310,397,000,000","352,000,000,000","386,610,000,000","397,428,000,000","408,468,000,000","432,547,000,000","483,859,000,000","524,236,000,000","572,898,000,000","644,886,000,000","829,916,000,000","1,048,570,000,000","1,134,770,000,000","1,238,900,000,000","1,404,400,000,000","1,520,300,000,000","1,818,350,000,000","2,135,190,000,000","2,317,070,000,000","2,298,210,000,000","2,269,700,000,000","2,305,790,000,000","2,430,570,000,000","2,523,770,000,000","2,570,860,000,000","2,816,870,000,000","3,039,780,000,000","3,441,220,000,000","3,713,700,000,000","3,698,690,000,000","3,957,320,000,000","4,329,190,000,000","4,850,500,000,000","5,294,360,000,000","5,603,670,000,000","5,437,480,000,000","5,281,510,000,000","5,744,550,000,000","5,824,220,000,000","5,910,330,000,000","6,671,770,000,000","7,933,330,000,000","9,477,190,000,000","11,232,600,000,000","13,985,900,000,000","16,778,600,000,000","16,261,700,000,000","19,766,700,000,000","23,307,900,000,000","24,677,400,000,000","26,064,700,000,000","26,714,900,000,000","25,065,600,000,000",
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,"329,455,000,000","319,424,000,000","334,206,000,000","355,851,000,000","401,064,000,000","441,463,000,000","456,815,000,000","470,014,000,000","496,375,000,000","554,607,000,000","607,812,000,000","655,951,000,000","731,143,000,000","928,941,000,000","1,182,140,000,000","1,293,440,000,000","1,405,160,000,000","1,585,300,000,000","1,720,970,000,000","2,055,790,000,000","2,417,870,000,000","2,609,600,000,000","2,578,940,000,000","2,523,040,000,000","2,558,280,000,000","2,694,100,000,000","2,812,490,000,000","2,898,530,000,000","3,141,130,000,000","3,342,940,000,000","3,763,820,000,000","4,048,150,000,000","4,023,660,000,000","4,276,310,000,000","4,644,790,000,000","5,217,190,000,000","5,698,830,000,000","6,024,060,000,000","5,856,540,000,000","5,709,780,000,000","6,215,670,000,000","6,286,190,000,000","6,404,740,000,000","7,230,220,000,000","8,582,770,000,000","10,230,300,000,000","12,134,300,000,000","15,040,100,000,000","18,043,800,000,000","17,510,800,000,000","21,346,200,000,000","25,102,700,000,000","26,616,900,000,000","28,159,000,000,000","28,978,300,000,000","27,283,600,000,000",
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,"40,229,644,447","43,037,768,979","45,465,805,246","47,857,179,971","51,555,311,192","57,671,817,929","62,621,382,033","64,926,584,300","67,242,380,185","74,481,924,132","88,537,380,218","87,391,672,919","90,200,863,214","102,546,000,000","139,116,000,000","166,593,000,000","173,971,000,000","188,597,000,000","209,664,000,000","247,843,000,000","295,416,000,000","304,528,000,000","291,682,000,000","261,793,000,000","260,592,000,000","271,829,000,000","297,772,000,000","337,582,000,000","332,860,000,000","310,195,000,000","325,679,000,000","336,642,000,000","326,824,000,000","319,834,000,000","314,938,000,000","366,586,000,000","404,591,000,000","420,078,000,000","419,381,000,000","429,764,000,000","473,036,000,000","463,116,000,000","496,725,000,000","561,088,000,000","651,922,000,000","754,991,000,000","904,242,000,000","1,054,080,000,000","1,265,050,000,000","1,249,740,000,000","1,582,450,000,000","1,796,070,000,000","1,941,430,000,000","2,095,660,000,000","2,265,820,000,000","2,220,990,000,000",
