Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,313,539,979","2,717,998,713","2,838,485,398","4,451,497,288","5,545,921,947","7,535,259,851","9,599,127,050","11,718,795,528","13,690,217,333","15,751,867,489","17,247,179,006","17,391,056,369","17,260,364,842","17,649,751,244","19,152,238,806","20,082,918,740","20,955,223,881","21,287,562,189","21,796,351,575","24,577,114,428","28,829,850,746","35,139,635,158","38,009,950,249","40,078,938,640","43,205,095,854","44,352,418,120","45,730,945,274","47,102,873,632",
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,"190,495,600","183,920,900","191,861,800","200,229,600","218,929,100","229,260,800","244,459,500","261,024,300","276,820,700","306,961,800","323,099,700","341,543,100","368,098,000","386,968,300","486,955,000","577,549,300","596,675,700","673,010,600","717,240,400","814,067,900","854,711,500","846,514,500","863,933,200","823,374,900","848,478,300","851,296,100","840,964,400","972,800,000","1,038,300,000","786,300,000","384,400,000","348,000,000","223,500,000","160,400,000","132,200,000","134,800,000","159,400,000","295,900,000","359,600,000","441,800,000","529,064,600","521,000,000","543,000,000","416,000,000","474,700,000","550,000,000","604,028,900","739,027,200","850,040,500","1,155,147,400","1,292,697,100","1,545,400,000","1,735,500,000","1,946,500,000","2,013,000,000","2,053,000,000",
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,904,898,118","31,995,012,469","33,881,392,045","30,657,030,223","28,607,921,929","25,544,128,199","27,884,615,385","30,698,633,109","27,249,786,142","35,976,714,101","38,270,206,950","34,110,064,452","20,481,889,764","26,265,625,000","33,122,307,692","47,334,148,578","54,961,936,663","67,516,236,338","87,140,405,361","63,028,320,702","74,773,444,901","34,699,395,524","81,905,365,776","65,504,442,872","41,142,722,414","29,152,707,345",
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,"103,444,443","133,414,813","152,244,442","143,588,886","154,503,701","197,088,885","189,166,663","225,777,774","242,385,181","273,977,773","311,511,106","397,192,586","431,470,370","477,996,296","492,029,630","517,566,667","560,811,111","566,370,370","604,411,111","657,529,593","692,507,407","780,895,370","742,383,571","746,048,893","810,093,361","890,757,610","946,681,289","1,074,708,501","1,173,341,556","1,194,493,407","1,186,800,333","1,249,497,000","1,290,025,296","1,311,133,148","1,334,385,778","1,404,430,556","1,436,390,326",
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,"81,088,443,208","86,111,491,362","99,134,713,538","99,431,143,519","110,650,000,000","119,515,000,000","131,054,000,000","134,201,000,000","144,565,000,000","161,889,000,000","175,981,000,000","196,479,000,000","220,919,000,000","289,242,000,000","375,714,000,000","394,337,000,000","438,516,000,000","482,787,000,000","547,492,000,000","651,326,000,000","772,599,000,000","889,643,000,000","832,712,000,000","739,742,000,000","729,720,000,000","750,283,000,000","763,850,000,000","803,677,000,000","917,612,000,000","1,002,870,000,000","1,166,340,000,000","1,435,550,000,000","1,353,650,000,000","1,559,920,000,000","1,791,480,000,000","1,910,010,000,000","2,055,720,000,000","2,250,250,000,000","2,267,070,000,000","2,047,530,000,000","2,262,080,000,000","2,204,580,000,000","1,976,560,000,000","2,036,500,000,000","2,350,400,000,000","2,844,750,000,000","3,335,840,000,000","3,935,350,000,000","4,577,170,000,000","4,301,720,000,000","5,335,580,000,000","6,062,380,000,000","6,113,860,000,000","6,266,080,000,000","6,233,850,000,000","5,298,320,000,000",
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,"126,014,000,000","137,010,000,000","151,090,000,000","152,844,000,000","158,651,000,000","163,318,000,000","170,923,000,000","152,873,000,000","155,118,000,000","146,840,000,000","158,931,000,000","175,765,000,000","186,251,000,000","187,239,000,000","189,724,000,000","215,632,000,000","208,030,000,000","225,087,000,000","252,099,000,000","292,867,000,000","346,657,000,000","404,473,000,000","493,872,000,000","607,887,000,000","606,690,000,000","678,321,000,000","768,609,000,000","810,412,000,000","858,216,000,000","924,689,000,000","911,204,000,000",
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,502,214,600","90,172,509,530","96,260,953,992","98,921,961,178","86,906,560,701","86,546,396,133","73,030,092,399","84,192,971,615","93,853,244,178","97,019,977,901","98,079,756,510","98,205,827,615","113,343,000,000","102,348,000,000","110,546,000,000","121,417,000,000","138,411,000,000","159,882,000,000","177,365,000,000","211,516,000,000","254,747,000,000","267,296,000,000","289,212,000,000","325,849,000,000","349,970,000,000","378,430,000,000","406,539,000,000","392,904,000,000",
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"90,099,361","104,889,791","124,940,289","165,928,864","193,980,465","246,389,070","272,489,337","303,493,120","436,912,068","503,173,105","534,699,257","511,647,837","522,096,761","524,023,708","502,620,921","529,073,613","779,357,947","1,052,849,231","1,161,757,671","1,119,983,801","1,421,508,875","1,484,160,644","1,631,176,647","1,673,085,618","1,948,128,911","2,428,524,712","2,504,012,993","2,298,390,595","2,479,698,576","2,664,105,901","2,483,890,594","2,491,800,559","2,688,617,885","3,070,803,439","3,454,374,270","3,659,320,087","4,000,101,033","4,601,430,549","5,081,479,840","4,504,376,590","5,082,338,965","5,739,705,822","5,487,773,452",,,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,"1,409,873,950","1,444,327,731","1,434,156,379","1,240,672,269","1,309,747,899","1,698,319,328","1,751,470,588","1,859,465,021","1,801,344,538","1,965,546,218","2,296,470,588","2,369,308,600","2,553,936,348","2,875,625,000","3,574,586,466","3,791,298,146","3,591,319,857","4,104,509,583","2,733,183,857","3,364,611,432","4,024,621,900","4,415,844,156","4,768,765,017","5,167,913,302","6,043,474,843","5,978,460,972","6,405,210,564","6,682,167,120","6,978,371,581","6,987,267,684","8,032,551,173","9,000,362,582","9,703,011,636","10,338,679,636","11,717,604,209","12,995,278,049","13,905,482,178","15,091,913,884","15,724,685,803","15,625,169,875","16,330,814,180","15,746,229,582","16,536,535,647","18,881,765,437","20,662,525,941","24,406,252,457","28,279,814,925","32,350,248,411","40,713,812,310","42,066,217,872","56,725,745,039","65,292,741,297","68,434,399,083","74,294,206,491","80,028,186,275","82,316,172,384",
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,"92,896,093,034","99,003,163,732","101,802,000,000","113,287,000,000","128,060,000,000","137,624,000,000","124,302,000,000","132,660,000,000","142,337,000,000","158,783,000,000","174,721,000,000","181,829,000,000","193,125,000,000","230,582,000,000","295,623,000,000","327,793,000,000","355,323,000,000","407,126,000,000","457,494,000,000","519,750,000,000","647,880,000,000","684,629,000,000","688,202,000,000","673,249,000,000","668,621,000,000","702,785,000,000","729,616,000,000","803,462,000,000","842,971,000,000","856,389,000,000","918,521,000,000","884,196,000,000","929,545,000,000","930,297,000,000","1,012,580,000,000","1,137,000,000,000","1,247,030,000,000","1,288,150,000,000","1,165,140,000,000","1,266,400,000,000","1,337,270,000,000","1,352,670,000,000","1,450,040,000,000","1,660,690,000,000","1,897,210,000,000","2,179,330,000,000","2,581,240,000,000","3,173,850,000,000","3,531,760,000,000","3,630,380,000,000","4,601,540,000,000","5,120,980,000,000","5,357,440,000,000","5,572,350,000,000","5,864,310,000,000","5,820,360,000,000",
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,"319,914,000,000","308,653,000,000","321,936,000,000","343,634,000,000","387,559,000,000","427,477,000,000","441,606,000,000","455,080,000,000","481,079,000,000","536,972,000,000","588,582,000,000","634,259,000,000","709,055,000,000","896,870,000,000","1,147,100,000,000","1,268,990,000,000","1,376,040,000,000","1,547,540,000,000","1,681,130,000,000","2,000,970,000,000","2,342,270,000,000","2,522,340,000,000","2,504,380,000,000","2,462,200,000,000","2,499,980,000,000","2,635,790,000,000","2,753,660,000,000","2,833,460,000,000","3,068,950,000,000","3,261,910,000,000","3,671,220,000,000","3,923,580,000,000","3,877,660,000,000","4,123,530,000,000","4,472,060,000,000","4,995,310,000,000","5,446,810,000,000","5,761,760,000,000","5,578,800,000,000","5,448,980,000,000","5,948,890,000,000","6,008,240,000,000","6,124,950,000,000","6,919,510,000,000","8,205,980,000,000","9,774,450,000,000","11,610,800,000,000","14,404,200,000,000","17,281,700,000,000","16,867,600,000,000","20,614,100,000,000","24,283,200,000,000","25,820,200,000,000","27,322,500,000,000","28,142,000,000,000","26,545,100,000,000",
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,"34,579,308","35,699,286","41,859,163","47,039,059","51,938,961","54,878,902","56,698,866","59,260,815","61,444,771","65,966,681","68,738,625","76,482,103","80,915,832","121,181,556","150,846,210","149,560,514","147,654,094","193,307,268","266,559,338","290,142,518","431,561,377","434,188,034","326,947,873","355,443,856","302,989,223","247,678,019","290,590,810","369,351,670","429,733,891","451,443,169","544,583,156","608,771,231","720,546,985","721,608,471","755,041,118","859,088,528","815,946,782","859,809,028","819,420,075","801,538,587","771,261,708","706,400,239","656,752,929","969,167,237","1,234,215,385","1,368,352,570","1,428,852,972","1,597,476,793","1,630,672,203","1,711,412,960","2,187,482,926","2,523,309,140","2,384,043,849","2,218,102,350","2,181,300,506",,
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,"170,372,000,000","157,325,000,000","165,049,000,000","178,309,000,000","196,816,000,000","219,950,000,000","244,015,000,000","246,320,000,000","251,637,000,000","281,023,000,000","319,484,000,000","355,671,000,000","407,817,000,000","518,286,000,000","610,382,000,000","671,016,000,000","732,320,000,000","850,097,000,000","888,314,000,000","1,060,740,000,000","1,202,260,000,000","1,274,130,000,000","1,305,070,000,000","1,207,500,000,000","1,271,790,000,000","1,357,860,000,000","1,444,740,000,000","1,523,460,000,000","1,678,410,000,000","1,902,220,000,000","2,021,880,000,000","2,224,400,000,000","2,073,220,000,000","2,149,240,000,000","2,460,310,000,000","3,022,210,000,000","3,314,060,000,000","3,469,270,000,000","3,340,640,000,000","3,085,580,000,000","3,395,430,000,000","3,508,150,000,000","3,714,800,000,000","4,237,210,000,000","5,089,210,000,000","6,138,560,000,000","7,407,510,000,000","9,331,240,000,000","11,597,800,000,000","11,197,900,000,000","13,440,400,000,000","16,383,500,000,000","17,487,000,000,000","18,823,400,000,000","19,496,100,000,000","18,139,800,000,000",
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,870,782,261","8,385,109,020","10,120,274,493","11,240,360,898","10,972,878,636","11,539,211,480","12,252,498,921","14,278,357,284","18,802,576,988","22,649,930,576","26,125,575,942","30,216,060,233","39,738,180,077","47,850,551,149","37,440,673,478","37,132,564,255","43,505,562,065","42,852,204,396","46,418,255,975","48,353,937,110","41,243,983,587",
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,"703,925,706","704,145,671","741,509,481","791,140,596","903,158,754","921,600,736","968,440,150","974,721,763","1,066,447,131","1,234,878,981","1,524,197,338","1,587,982,584","1,988,356,063","2,728,805,216","3,328,712,096","3,265,660,305","3,579,594,984","3,961,996,736","4,933,558,345","5,768,385,938","6,294,122,224","5,283,955,997","4,812,039,555","4,730,381,933","4,640,690,519","4,785,790,611","6,990,250,858","8,700,076,499","9,847,344,377","10,495,080,569","13,361,108,522","14,464,630,124","16,225,873,777","16,651,231,110","18,508,451,170","21,803,347,564","21,703,979,153","19,526,405,503","20,409,248,166","22,343,344,130","21,375,345,495","21,052,080,537","23,308,582,722","29,206,884,876","34,343,804,321","36,977,365,999","41,913,561,661","50,323,159,047","55,144,865,973","50,386,496,249","52,351,655,629","58,697,386,711","55,986,712,368","61,794,506,556","64,873,963,098","57,793,612,066",
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,785,037,079","5,966,697,295","6,522,759,497","7,172,336,471","7,530,139,323","7,934,770,568","8,347,312,514","9,537,868,349","11,734,856,721","14,359,465,331","16,903,250,778","21,410,923,000","30,847,189,167","35,542,093,261","26,144,610,787","23,743,309,486","28,385,281,828","28,023,276,372","30,221,574,615","31,286,809,075","27,035,266,718",
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,"1,021,654,718","1,016,585,687","1,182,693,473","1,222,072,821","1,376,075,268","1,786,734,514","2,087,122,776","2,478,807,841","2,990,180,516","3,464,924,728","4,581,209,814","5,280,184,999","5,868,533,724","6,560,637,943","6,628,525,683","6,674,545,910","6,186,449,842","5,916,920,007","6,101,794,939","6,811,252,879","7,322,690,268","8,194,995,761","10,585,562,564","12,092,284,455","14,789,661,809","18,340,472,131","20,917,457,388","21,475,520,709","28,123,640,999","36,709,847,597","43,028,648,669","51,548,871,616","55,522,993,327","46,177,532,874",
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,"2,037,154,689","2,025,693,487","2,379,611,063","2,657,252,509","2,798,345,226","2,948,325,264","2,876,395,613","3,046,339,295","3,271,415,868","3,651,615,453","3,956,328,426","4,356,633,663","5,074,117,545","6,242,177,798","7,675,408,486","8,984,824,183","9,584,323,309","11,049,896,742","13,236,854,105","15,912,133,569","21,728,770,055","17,788,171,722","17,692,341,358","16,251,460,689","14,824,728,528","14,991,283,216","19,462,175,322","21,765,208,967","25,705,139,619","26,314,313,191","30,179,962,098","32,285,388,165","33,711,069,431","31,655,473,664","35,604,137,423","39,030,285,468","43,161,452,678","39,147,844,526","41,806,219,379","41,632,027,600","38,857,251,336","39,459,581,217","42,236,836,821","52,064,058,834","59,626,020,162","62,343,022,651","68,640,825,481","79,041,539,006","92,507,257,784","92,897,320,376","93,216,746,662","101,370,000,000","98,266,306,615","107,235,000,000","110,009,000,000","100,360,000,000",
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"293,073,868","327,651,488","402,460,333","523,552,815","563,939,671","711,922,994","735,339,912","811,250,927","1,000,535,735","1,209,898,293","1,378,130,996","1,205,166,026","1,143,229,072","1,092,551,781","1,037,314,956","1,082,851,077","1,515,209,588","1,839,095,595","2,000,674,667","2,010,116,851","2,481,316,054","2,480,497,548","2,737,066,956","2,574,439,973","2,720,297,739","3,130,270,919","3,137,848,783","2,840,182,192","2,934,578,789","2,906,009,308","2,647,883,820","2,671,401,083","2,905,973,022","3,588,988,601","4,110,348,444","4,280,072,626","4,663,488,363","5,974,371,696","6,919,241,412","5,557,245,122","5,350,674,803","6,074,884,389",,,,,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,592,856,080","3,083,333,333","2,320,435,308","2,371,711,383","1,702,292,856","1,752,975,841","1,695,130,457","1,930,071,407","1,639,497,207","1,170,785,048","1,288,420,223","1,480,656,884","1,661,818,168","1,980,901,554","2,598,231,467","2,988,338,439","3,408,272,498","4,401,154,128","6,054,806,101","5,439,422,031","5,811,604,052","7,015,206,498","7,284,686,576","7,985,349,731","7,983,271,111","6,551,161,404",
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,"673,081,724","699,161,944","739,286,907","759,345,863","802,482,183","833,563,472","900,264,584","956,436,931","1,031,669,636","1,056,391,055","1,111,859,570","1,199,507,630","1,341,590,682","1,653,062,347","1,917,508,190","2,283,049,233","2,181,844,194","2,358,930,406","2,669,755,116","3,463,565,881","4,042,139,901","3,594,868,208","3,526,198,070","3,511,573,992","2,939,485,472","2,857,889,712","3,258,288,891","2,565,634,382","2,442,507,588","2,498,059,015","3,081,479,800","2,653,141,959","3,024,459,564","3,370,842,211","2,977,040,722","3,159,901,232","3,995,028,593","3,545,776,697","3,738,704,468","3,717,515,283","3,877,673,539","4,529,575,348","4,397,254,608","5,474,030,080","4,363,934,494","5,039,293,031","5,515,884,349","7,342,923,489","9,413,002,921","8,550,363,975","8,729,936,136","9,892,702,358","9,919,780,071","10,613,473,833","11,011,062,173","9,980,522,718",
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,"42,463,576","44,781,457","47,935,844","57,829,787","109,503,546","127,154,930","141,902,098","141,268,981","168,610,478","189,535,398","215,089,005","244,468,293","284,853,359","322,326,642","355,884,383","398,988,955","450,382,328","508,223,602","540,096,398","589,239,754","624,337,145","884,276,168","910,864,148","1,043,403,344","1,202,240,023","1,119,806,500","1,474,698,125","1,745,998,938","2,117,773,602","2,166,330,188","2,323,401,758","2,449,576,517","2,514,041,557","2,795,200,010","3,063,899,508","3,142,812,004",
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,"32,007,816,055","35,705,305,919","39,812,437,286","46,604,996,687","56,734,515,183","76,484,143,556","139,343,000,000","153,050,000,000","191,083,000,000","221,311,000,000","235,404,000,000","307,799,000,000","399,383,000,000","412,874,000,000","410,557,000,000","416,803,000,000","422,815,000,000","428,922,000,000","438,184,000,000","405,783,000,000","402,709,000,000","415,470,000,000","543,762,000,000","544,569,000,000","592,598,000,000","596,418,000,000","620,987,000,000","707,678,000,000","801,423,000,000","831,542,000,000","808,216,000,000","866,022,000,000","965,694,000,000","969,155,000,000","965,431,000,000","1,087,450,000,000","1,264,310,000,000","1,523,380,000,000","1,783,280,000,000","2,115,160,000,000","2,642,290,000,000","2,356,100,000,000","2,742,640,000,000","3,287,500,000,000","3,558,000,000,000","3,583,900,000,000","3,526,990,000,000","3,113,600,000,000",
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,"13,056,164,925","14,153,954,349","15,221,053,213","16,936,337,668","20,070,134,741","21,829,715,344","24,337,233,447","26,556,372,081","29,363,632,834","32,515,754,314","35,541,711,470","39,200,879,416","45,178,119,327","55,271,303,176","71,976,542,927","88,003,982,689","89,023,916,067","81,825,780,564","102,517,000,000","134,540,000,000","194,357,000,000","250,083,000,000","173,721,000,000","148,867,000,000","175,632,000,000","184,473,000,000","129,440,000,000","140,264,000,000","183,144,000,000","222,977,000,000","262,710,000,000","314,454,000,000","363,609,000,000","503,963,000,000","527,319,000,000","343,793,000,000","397,404,000,000","480,555,000,000","502,010,000,000","579,460,000,000","683,648,000,000","724,704,000,000","741,559,000,000","713,284,000,000","770,268,000,000","866,346,000,000","965,281,000,000","1,043,470,000,000","1,101,280,000,000","894,949,000,000","1,051,130,000,000","1,171,190,000,000","1,186,600,000,000","1,261,830,000,000","1,297,850,000,000","1,144,330,000,000",
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,"31,020,000","34,918,000","41,749,000","45,144,000","43,879,000","55,989,000","62,983,000","70,688,000","72,798,000","78,476,000","82,507,000","91,063,000","99,461,000","108,071,000","120,230,000","110,858,000","106,289,109","108,702,068","107,978,893","110,937,729","115,152,143","124,735,072","126,887,586","131,106,366","137,744,500","143,656,583","150,071,645","152,793,449","152,130,186","163,803,078","172,861,423","184,439,556","190,180,248","186,716,626",,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,"309,157,000,000","297,510,000,000","310,332,000,000","331,291,000,000","374,335,000,000","412,642,000,000","425,602,000,000","438,339,000,000","464,143,000,000","518,839,000,000","568,923,000,000","613,034,000,000","685,497,000,000","868,967,000,000","1,113,710,000,000","1,230,070,000,000","1,335,860,000,000","1,503,010,000,000","1,632,040,000,000","1,943,680,000,000","2,278,270,000,000","2,457,550,000,000","2,437,850,000,000","2,397,570,000,000","2,436,930,000,000","2,569,090,000,000","2,678,900,000,000","2,754,630,000,000","2,984,520,000,000","3,178,110,000,000","3,580,610,000,000","3,829,670,000,000","3,794,410,000,000","4,040,210,000,000","4,399,850,000,000","4,912,370,000,000","5,354,590,000,000","5,666,170,000,000","5,482,660,000,000","5,352,990,000,000","5,838,770,000,000","5,907,540,000,000","6,016,750,000,000","6,800,380,000,000","8,069,670,000,000","9,616,510,000,000","11,434,300,000,000","14,192,800,000,000","17,027,200,000,000","16,601,500,000,000","20,324,600,000,000","23,956,100,000,000","25,469,200,000,000","26,943,400,000,000","27,735,300,000,000","26,152,100,000,000",
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,471,828,622","4,694,744,898","2,316,618,543","2,550,195,043","3,381,270,208","4,449,375,346","4,422,160,018","3,735,312,143","3,571,043,103","3,673,288,264","3,772,851,420","3,709,637,830","4,018,365,247","4,946,292,775","5,682,719,260","6,258,600,714","6,861,222,332","8,336,478,142","9,909,548,411","9,401,731,496","9,407,168,702","10,494,632,699","9,745,251,126","10,817,712,139","11,318,966,947","10,086,021,261",
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,"275,494,478","343,771,973","339,913,867","359,772,315","430,096,742","486,617,279","563,683,703","538,747,341","830,710,614","939,228,016","1,049,838,550","1,222,702,572","1,595,422,954","1,759,691,183","1,538,972,427","1,333,754,226","1,297,765,326","1,232,932,105","1,392,196,049","1,852,163,456","2,090,629,984","2,169,040,605","2,181,821,906","2,681,912,149","2,724,131,545","2,830,673,389","2,818,280,876","2,081,846,483","2,706,425,298","2,780,422,212","2,697,105,694","2,920,358,587","3,439,463,140","2,954,129,566","3,465,305,993","3,889,758,024","4,703,504,466","5,444,474,268","6,245,031,690","6,899,799,786","8,145,694,632","9,750,822,511","10,181,021,770","10,678,749,467","12,978,107,561","12,442,747,897","13,245,777,670","14,388,384,093","13,100,263,697",
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"250,728,829","264,578,309","295,106,775","345,616,070","376,081,182","474,618,293","527,936,893","625,563,347","793,673,675","1,001,288,245","1,250,199,056","1,243,509,858","1,234,474,742","1,165,730,173","1,101,807,301","1,117,797,225","1,435,038,037","1,751,293,216","2,019,503,791","2,118,655,300","2,547,330,284","2,750,215,016","3,021,944,632","2,709,194,766","2,998,504,392","3,599,683,395","3,671,827,861","3,633,464,750","3,809,619,584","3,907,947,937","3,957,418,083","3,917,620,728","4,296,164,768","5,119,621,569","5,643,525,282","5,990,648,162","6,365,500,032","7,466,219,569","8,554,293,727","8,099,400,961","8,163,355,021","9,302,635,890","8,882,509,104","9,642,848,650",,,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,690,222,131","58,652,652,371","64,330,041,773","64,865,515,159",
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"291,647,000,000","299,085,000,000","341,064,000,000","395,487,000,000","406,210,000,000","412,296,000,000","436,038,000,000","451,820,000,000","467,521,000,000","453,839,000,000","511,962,000,000","586,340,000,000","691,546,000,000","803,411,000,000","994,020,000,000","1,229,310,000,000","1,183,260,000,000","1,362,940,000,000","1,575,720,000,000","1,708,780,000,000","1,658,590,000,000","1,559,940,000,000",,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"984,279,598","1,159,891,557","1,284,504,508","1,707,662,613","2,073,255,525","2,257,118,341","2,696,020,575","3,668,857,104","4,519,731,947","4,141,382,328","4,139,192,053","4,538,199,889","4,087,725,813","4,464,497,584","4,587,741,791","3,992,640,233",
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,"2,310,099,100","2,552,401,933","2,725,736,633","2,098,734,600","2,186,505,475","2,896,178,867","3,020,611,600","3,204,461,567","3,576,966,800","2,560,785,660","2,379,018,326","1,317,611,864","768,401,666","925,817,090","1,452,165,053","1,345,719,435","1,180,934,217","1,124,440,238","1,057,408,608","1,136,896,162","1,267,997,923","1,396,555,772","1,595,297,301","1,992,066,759","2,523,471,602","3,414,055,663","4,234,999,703","5,623,216,610","4,583,850,368","7,189,482,030","10,409,797,336","12,292,770,631","12,582,122,604","12,226,514,715","11,757,940,909",
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,"3,526,259,828","3,532,146,141","3,615,064,966","3,237,772,708","3,372,771,557","4,458,235,939","5,243,440,030","2,353,864,265","2,093,393,433","2,314,103,710","2,512,109,517","3,263,761,938","2,291,175,765","2,394,823,062","2,460,670,288","2,521,738,760","3,523,842,275","4,227,273,069","4,873,242,526","5,302,532,113","5,016,469,069","4,766,928,747","5,031,510,909","5,597,367,853","6,831,808,930","7,723,846,195","8,312,078,525","9,366,742,309","11,494,837,053","10,911,698,208","10,154,238,250","13,131,168,012","14,534,278,446","16,018,848,991","16,945,889,410","14,688,606,238",
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,"92,609,223","107,726,181","111,148,586","113,797,357","151,897,168","172,767,213","180,340,654","191,221,778","210,695,184","199,643,445","209,348,254","227,051,055","265,009,395","333,731,874","414,772,352","475,916,515","524,407,932","540,635,390","544,424,605","644,070,365","709,041,452","747,994,682","750,214,411","788,371,856","726,937,321","683,193,885","802,890,747","909,820,553","957,377,508","981,529,401","1,019,600,771","1,443,688,870","1,464,392,416","1,249,944,999","1,315,932,645","1,415,296,704","1,442,598,431","1,401,946,853","1,375,115,534","1,405,662,879","1,293,654,175","1,295,539,448","1,324,426,607","1,563,074,860","1,833,444,740","2,184,444,849","3,040,716,679","3,356,757,497","4,031,047,704","3,662,281,668","4,337,791,531","5,166,340,391","5,231,255,478","5,645,739,652","5,442,297,174",,
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,"706,988,629","827,093,625","1,019,634,983","1,216,227,813","1,136,544,236","1,147,187,568","1,082,934,399","1,094,857,358","1,044,926,101","1,080,643,200","1,469,050,660","1,888,752,211","2,143,480,500","2,191,101,650","2,653,485,952","2,856,889,160","3,224,265,821","3,263,363,787","3,558,143,644","4,040,342,060","4,421,952,123","4,187,375,887","4,169,672,975","4,291,171,396","4,582,562,399","4,536,544,700","4,767,303,154","5,609,836,355","6,385,691,317","6,283,796,155","6,731,529,168","7,792,052,680","9,641,089,805","8,834,661,043","9,718,233,911","11,252,386,261","11,445,657,238","11,931,866,299","12,612,959,480","11,510,952,257",
